Phone,Web_Link,Display,Battery,Processor,Storage,Camera,Weight,Dimensions,Data Technology
Curve 8330,https://www.phonescoop.com/phones/phone.php?p=1560,QVGA 320 x 240 pixelsType: LCD (TFT/TFD),1150 mAh LiIonRemovableTalk: 4.3 hours max.Standby: 264 hours max.,?,96 MB internal storageExpandable via memory card,2+ megapixel LED flashVideo: Yes,4.02 oz 114 g,4.2 x 2.4 x 0.6 in 107 x 61 x 15.2 mm,EVDO r0
Curve 8520,https://www.phonescoop.com/phones/phone.php?p=2244,"2.6 in diagonal, 3:4QVGA 320 x 240 pixels152 ppi approx.Type: LCD (TFT/TFD)",1150 mAh LiIonRemovableTalk: 4.5 hours max.Standby: 408 hours max.,512 MHz,133 MB available to userExpandable via memory card,2+ megapixelVideo: QVGA (320 x 240),3.73 oz 106 g,4.29 x 2.36 x 0.54 in 109 x 60 x 13.7 mm,EDGE
Curve 8530,https://www.phonescoop.com/phones/phone.php?p=2446,"2.5 in diagonal, 3:4QVGA 320 x 240 pixels163 ppi approx.Type: LCD (TFT/TFD)",1150 mAh LiIonRemovableTalk: 4.5 hours max.Standby: 252 hours max.,?,Expandable via memory card,2+ megapixel white balance controlVideo: QVGA (320 x 240),3.7 oz 105 g,4.29 x 2.36 x 0.55 in 109 x 60 x 14 mm,EVDO r0
Curve 8900,https://www.phonescoop.com/phones/phone.php?p=1890,"2.4 in diagonal, 3:4480 x 360 pixels246 ppi approx.Type: LCD (TFT/TFD)",1400 mAh LiIonRemovableTalk: 5.5 hours max.Standby: 360 hours max.,?,Expandable via memory card,"3+ megapixel auto-focus, LED flash, image stabilizationVideo: up to 480 x 352 pixel resolution",3.87 oz 110 g,4.29 x 2.36 x 0.53 in 109 x 60 x 13.5 mm,EDGE
Curve 9310,https://www.phonescoop.com/phones/phone.php?p=3750,"2.4 in diagonal, 3:4QVGA 320 x 240 pixels164 ppi approx.Type: LCD (TFT/TFD)",1450 mAh LiIonRemovableTalk: 8 hours max.Standby: 432 hours max.,800 MHz Qualcomm Snapdragon S2 MSM8655-1512 MB RAM,512 MB raw hardwareExpandable via memory card,"3+ megapixel flash, scene modes, stabilizationVideo: VGA (640 x 480)",3.67 oz 104 g,4.29 x 2.36 x 0.5 in 109 x 60 x 12.7 mm,EVDO r0
Curve 9315 / 9320,https://www.phonescoop.com/phones/phone.php?p=3718,"2.4 in diagonal, 3:4QVGA 320 x 240 pixels164 ppi approx.Type: LCD (TFT/TFD)",1450 mAh LiIonRemovableTalk: 7 hours max.Standby: 432 hours max.,806 MHz Tavor MG1512 MB RAM,512 MB raw hardware128 MB available to userExpandable via memory card,3+ megapixelVideo: VGA (640 x 480),3.63 oz 103 g,4.29 x 2.36 x 0.5 in 109 x 60 x 12.7 mm,HSPA 7.2
Curve 9350,https://www.phonescoop.com/phones/phone.php?p=3455,"2.4 in diagonal, 3:4480 x 360 pixels246 ppi approx.Type: LCD (TFT/TFD)",1040 mAh LiIonRemovableTalk: 5.5 hours max.Standby: 348 hours max.,800 MHz Marvell,114 MB available to userExpandable via memory card2 GB card included,"5+ megapixel fixed-focus (EDOF)LED flash, face detection, image stabilization, scene modes, geo-taggingVideo: VGA (640 x 480)",3.49 oz 99 g,4.29 x 2.36 x 0.43 in 109 x 60 x 10.9 mm,EVDO rA
Curve 9360,https://www.phonescoop.com/phones/phone.php?p=3460,"2.4 in diagonal, 3:4480 x 360 pixels246 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 5 hours max.Standby: 288 hours max.,800 MHz Marvell,Expandable via memory card,"5+ megapixel fixed-focus (EDOF)LED flash, face detection, image stabilization, scene modes, geo-taggingVideo: VGA (640 x 480)",3.49 oz 99 g,4.29 x 2.36 x 0.43 in 109 x 60 x 10.9 mm,HSPA 7.2
Curve 9370,https://www.phonescoop.com/phones/phone.php?p=3370,"2.4 in diagonal, 3:4480 x 360 pixels246 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 5.5 hours max.Standby: 348 hours max.,800 MHz Marvell,1 GB raw hardware511 MB available to userExpandable via memory card,"5+ megapixel fixed-focus (EDOF)LED flash, face detection, image stabilization, scene modes, geo-taggingVideo: VGA (640 x 480)",3.49 oz 99 g,4.29 x 2.36 x 0.43 in 109 x 60 x 10.9 mm,EVDO rA
Curve 9380,https://www.phonescoop.com/phones/phone.php?p=3553,"3.2 in diagonal, 4:3360 x 480 pixels188 ppi approx.Type: LCD (TFT/TFD)",1230 mAh LiIonRemovableTalk: 5.8 hours max.Standby: 360 hours max.,806 MHz Marvel Tavor MG1512 MB RAM,512 MB raw hardware100 MB available to userExpandable via memory card,"5+ megapixel fixed focus, LED flashface detection, image stabilization, scene modes, night modeVideo: VGA (640 x 480)",3.46 oz 98 g,4.29 x 2.36 x 0.44 in 109 x 60 x 11.2 mm,HSPA 7.2
DTEK50,https://www.phonescoop.com/phones/phone.php?p=5250,"5.2 in diagonal, 16:9Full HD 1080 x 1920 pixels424 ppi approx.Type: LCD (TFT/TFD)",2610 mAh LiIonNon-removableTalk: 17 hours max.Standby: 576 hours max.,1.5 GHz Qualcomm Snapdragon 617 MSM8952dragon 617 MSM8952octa-core3 GB RAM,16 GB raw hardware8.8 GB available to userExpandable via memory card,"13+ megapixel dual LED flash, 6-elemant f/2.0 lens, auto-focus (PDAF)HDR, panorama, face detectionVideo: 1080p HD",4.76 oz 135 g,5.79 x 2.85 x 0.29 in 147 x 72 x 7.4 mm,LTE (Cat 4)
DTEK60,https://www.phonescoop.com/phones/phone.php?p=5324,"5.5 in diagonal, 16:9Quad HD 1440 x 2560 pixels534 ppi approx.Type: AMOLED",3000 mAh LiIonNon-removableTalk: 26 hours max.Standby: 336 hours max.,2.2 GHz Qualcomm Snapdragon 820 MSM89964 GB RAM,32 GB raw hardwareExpandable via memory card,"20+ megapixel dual-tone LED flash, auto-focus, PDAF, f/2.0 apertureHDR, panorama, face detectionVideo: 4K UHD slow-motion mode (120 fps at 720p)",5.82 oz 165 g,6.06 x 2.97 x 0.28 in 154 x 75 x 7.1 mm,LTE (Cat 6)
Key2,https://www.phonescoop.com/phones/phone.php?p=5804,"4.5 in diagonal, 3:21080 x 1620 pixels433 ppi approx.Type: LCD (TFT/TFD)",3500 mAh LiIonNon-removable,"2.2 GHz Qualcomm Snapdragon 660octa-core, 64-bit6 GB RAM",64 GB raw hardwareExpandable via memory cardalso available with 128 GB,"12+ megapixel f/1.8, PDAF, dual-tone LED flashHDRExtra Camera(s): telephoto (zoom) f/2.6, PDAF, 12 megapixelVideo: 4K UHD",5.93 oz 168 g,5.96 x 2.82 x 0.33 in 151 x 72 x 8.4 mm,LTE (Cat 11)
Key2 LE,https://www.phonescoop.com/phones/phone.php?p=5807,"4.5 in diagonal, 3:21080 x 1620 pixels433 ppi approx.Type: LCD (TFT/TFD)",3000 mAh LiIonNon-removable,1.8 GHz Qualcomm Snapdragon 636octa-core4 GB RAM,32 GB raw hardware21 GB available to userExpandable via memory cardalso available with 64 GB,"13+ megapixel dual-tone LED flash, PDAFExtra Camera(s): contrast, depth (for portrait/bokeh) 5 megapixelVideo: 4K UHD",5.5 oz 156 g,5.92 x 2.83 x 0.33 in 150 x 72 x 8.4 mm,LTE (Cat 13)
KEYone,https://www.phonescoop.com/phones/phone.php?p=5421,"4.5 in diagonal, 3:21080 x 1620 pixels433 ppi approx.Type: LCD (TFT/TFD)IPS",3505 mAh LiIonNon-removable,2 GHz Qualcomm Snapdragon 625 MSM895364-bit3 GB RAM,32 GB raw hardwareExpandable via memory card,"12+ megapixel PDAF, dual-tone LED flash, f/2.0 aperturepanorama, HDR, manual modeVideo: 4K UHD",6.35 oz 180 g,5.87 x 2.85 x 0.37 in 149 x 72 x 9.4 mm,LTE (Cat 6)
Motion,https://www.phonescoop.com/phones/phone.php?p=5581,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiIonNon-removable,"2 GHz Qualcomm Snapdragon 625 MSM895364-bit, octa-core4 GB RAM",32 GB raw hardwareExpandable via memory card,"12+ megapixel f/2.0, PDAF, dual-tone LED flashpanorama, card scanVideo: 4K UHD",5.89 oz 167 g,6.13 x 2.97 x 0.32 in 156 x 75 x 8.1 mm,LTE (Cat 6)
Passport,https://www.phonescoop.com/phones/phone.php?p=4535,"4.5 in diagonal, 1:1Full HD 1440 x 1440 pixels453 ppi approx.Type: LCD (TFT/TFD)",3450 mAh LiIonNon-removableTalk: 23 hours max.Standby: 444 hours max.,2.2 GHz Qualcomm Snapdragon 801 MSM8974-AAquad-core3 GB RAM,32 GB raw hardware25 GB available to userExpandable via memory card,"13+ megapixel auto-focus, OIS, LED flash, BSI sensorVideo: 1080p HD",6.91 oz 196 g,5.04 x 3.56 x 0.36 in 128 x 90 x 9.1 mm,LTE (Cat 4)
Pearl 3G 9100 / 9105,https://www.phonescoop.com/phones/phone.php?p=1614,"2.3 in diagonal, 10:9360 x 400 pixels238 ppi approx.Type: LCD (TFT/TFD)",1150 mAh LiIonRemovableTalk: 5.5 hours max.Standby: 312 hours max.,624 MHz,127 MB internal storageExpandable via memory card,"3+ megapixel auto-focus, LED flashgeo-taggingVideo: 480 x 360 pixel resolution",3.3 oz 94 g,4.25 x 1.96 x 0.52 in 108 x 50 x 13.2 mm,HSDPA 3.6
Pearl 8100,https://www.phonescoop.com/phones/phone.php?p=1053,240 x 260 pixelsType: LCD (TFT/TFD),900 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 360 hours max.,?,64 MB internal storageExpandable via memory card,1+ megapixel LED flashwhite balance control,3.16 oz 90 g,4.2 x 2 x 0.57 in 107 x 51 x 14.5 mm,EDGE
Pearl 8110,https://www.phonescoop.com/phones/phone.php?p=1474,240 x 260 pixelsType: LCD (TFT/TFD),? mAhRemovableTalk: 4 hours max.Standby: 360 hours max.,?,64 MB internal storageExpandable via memory card,2+ megapixel LED flashVideo: Yes,3.2 oz 91 g,4.2 x 1.97 x 0.55 in 107 x 50 x 14 mm,EDGE
Pearl 8120,https://www.phonescoop.com/phones/phone.php?p=1372,240 x 260 pixelsType: LCD (TFT/TFD),990 mAh LiIonRemovableTalk: 4 hours max.Standby: 360 hours max.,312 MHz PXA901,64 MB internal storageExpandable via memory card,2+ megapixel LED flashwhite balance controlVideo: up to 240 x 180 resolution,3.21 oz 91 g,4.21 x 1.97 x 0.55 in 107 x 50 x 14 mm,EDGE
Pearl 8130,https://www.phonescoop.com/phones/phone.php?p=1368,240 x 260 pixelsType: LCD (TFT/TFD),900 mAh LiIonRemovableTalk: 3.7 hours max.Standby: 216 hours max.,Qualcomm MSM6550,64 MB internal storageExpandable via memory card,2+ megapixel with flashwhite balance controlVideo: Yes,3.4 oz 96 g,4.2 x 1.97 x 0.55 in 107 x 50 x 14 mm,EVDO r0
Pearl Flip 8220,https://www.phonescoop.com/phones/phone.php?p=1774,QVGA 240 x 320 pixelsType: LCD (TFT/TFD),? mAhRemovableTalk: 4 hours max.Standby: 336 hours max.,?,128 MB internal storageExpandable via memory cardselectable allocations between email and media,"2+ megapixel 1600x1200, led flash, white balance optionVideo: 240x180 resolution",3.6 oz 102 g,3.98 x 1.97 x 0.69 in 101 x 50 x 17.5 mm,EDGE
Pearl Flip 8230,https://www.phonescoop.com/phones/phone.php?p=2021,"2.4 in diagonal, 4:3QVGA 240 x 320 pixels167 ppi approx.Type: LCD (TFT/TFD)",900 mAh LiIonRemovableTalk: 3.5 hours max.Standby: 216 hours max.,?,128 MB internal storageExpandable via memory card,2+ megapixel LED flashVideo: Yes,3.6 oz 102 g,3.98 x 1.97 x 0.69 in 101 x 50 x 17.5 mm,EVDO r0
Priv (CDMA),https://www.phonescoop.com/phones/phone.php?p=5043,"5.4 in diagonal, 16:9Quad HD 1440 x 2560 pixels541 ppi approx.Type: AMOLEDGorilla Glass 4",3410 mAh LiPolymerNon-removableTalk: 22.5 hours max.Standby: 408 hours max.,1.8 GHz Qualcomm Snapdragon 808 MSM8992hexa-core3 GB RAM,32 GB raw hardwareExpandable via memory card,"16+ megapixel 18-megapixel, dual LED flash, 6-element f2.2 lens, OIS, auto-focusHDR, panorama, face detectionVideo: 4K UHD",6.77 oz 192 g,5.79 x 3.04 x 0.37 in 147 x 77 x 9.4 mm,LTE (Cat 6)
Priv (GSM),https://www.phonescoop.com/phones/phone.php?p=4978,"5.4 in diagonal, 16:9Quad HD 1440 x 2560 pixels541 ppi approx.Type: AMOLED",3410 mAh LiPolymerNon-removableTalk: 23.9 hours max.Standby: 422 hours max.,1.8 GHz Qualcomm Snapdragon 808 MSM8992hexa-core3 GB RAM,32 GB raw hardware24 GB available to userExpandable via memory card,"16+ megapixel 18-megapixel, dual LED flash, 6-element f2.2 lens, OIS, auto-focusHDR, panorama, face detectionVideo: 4K UHD",6.77 oz 192 g,5.79 x 3.04 x 0.37 in 147 x 77 x 9.4 mm,LTE (Cat 6)
Q10 (CDMA),https://www.phonescoop.com/phones/phone.php?p=4114,"3.1 in diagonal, 1:1qHD 720 x 720 pixels328 ppi approx.Type: AMOLED",2100 mAh LiIonRemovableTalk: 21.2 hours max.Standby: 384 hours max.,1.5 GHz Qualcomm Snapdragon S4 Plus MSM8960dual-core2 GB RAM,16 GB raw hardwareExpandable via memory card,"8+ megapixel with flash, touch focus, Time ShiftVideo: 1080p HD with editing",4.9 oz 139 g,4.71 x 2.63 x 0.41 in 120 x 67 x 10.4 mm,LTE (Cat 3)
Q10 (GSM),https://www.phonescoop.com/phones/phone.php?p=4020,"3.1 in diagonal, 1:1qHD 720 x 720 pixels328 ppi approx.Type: AMOLEDSuper AMOLED",2100 mAh LiIonRemovableTalk: 13.5 hours max.Standby: 346 hours max.,1.5 GHz Qualcomm Snapdragon S4dual-core2 GB RAM,16 GB raw hardware12 GB available to userExpandable via memory card,"8+ megapixel with flash, touch focus, Time ShiftVideo: 1080p HD with editing",4.9 oz 139 g,4.71 x 2.63 x 0.41 in 120 x 67 x 10.3 mm,LTE (Cat 3)
Q5,https://www.phonescoop.com/phones/phone.php?p=4124,"3.1 in diagonal, 1:1qHD 720 x 720 pixels328 ppi approx.Type: LCD (TFT/TFD)",2180 mAh LiIonNon-removableTalk: 12.5 hours max.Standby: 336 hours max.3G mode,1.2 GHz Qualcomm Snapdragondual-core2 GB RAM,8 GB raw hardwareExpandable via memory card,"5+ megapixel auto-focus, LED flashtouch focus, Time ShiftVideo: 1080p HD",4.23 oz 120 g,4.72 x 2.6 x 0.43 in 120 x 66 x 10.8 mm,LTE (Cat 3)
Storm 9530,https://www.phonescoop.com/phones/phone.php?p=1864,"3.3 in diagonal, 4:3360 x 480 pixels185 ppi approx.Type: LCD (TFT/TFD)",1400 mAh LiIonRemovableTalk: 6 hours max.Standby: 360 hours max.,ARM 11,1 GB internal storageExpandable via memory card,"3+ megapixel auto-focus, LED flash, image stabilizationwhite balance controlVideo: QVGA (320 x 240)",5.47 oz 155 g,4.43 x 2.45 x 0.55 in 113 x 62 x 14 mm,EVDO rA plus HSPA 3G overseas
Storm2 9550,https://www.phonescoop.com/phones/phone.php?p=2419,"3.3 in diagonal, 4:3360 x 480 pixels185 ppi approx.Type: LCD (TFT/TFD)",1400 mAh LiIonRemovableTalk: 5.5 hours max.Standby: 270 hours max.,?,2.3 GB available to userExpandable via memory card,"3+ megapixel auto-focus, LED flashVideo: Yes",5.64 oz 160 g,4.43 x 2.45 x 0.55 in 113 x 62 x 14 mm,EVDO rA plus HSPA 3G overseas
Style 9670,https://www.phonescoop.com/phones/phone.php?p=2984,"2.7 in diagonal, 10:9360 x 400 pixels199 ppi approx.Type: LCD (TFT/TFD)",1150 mAhRemovableTalk: 4.5 hours max.,?,Expandable via memory card8 GB card included,"5+ megapixel auto-focus, flash, geo-tagging, stabilizationVideo: Yes",4.6 oz 130 g,3.8 x 2.4 x 0.7 in 97 x 61 x 17.8 mm,EVDO rA
Torch 9800,https://www.phonescoop.com/phones/phone.php?p=2865,"3.2 in diagonal, 4:3360 x 480 pixels188 ppi approx.Type: LCD (TFT/TFD)",1300 mAh LiIonRemovableTalk: 5.8 hours max.Standby: 312 hours max.,624 MHz,4 GB internal storageExpandable via memory card4 GB card included,"5+ megapixel auto-focus, flash, face detection, stabilizer, scene modes, geo-taggingVideo: VGA (640 x 480)",5.68 oz 161 g,4.37 x 2.44 x 0.57 in 111 x 62 x 14.6 mm,HSDPA 3.6
Torch 9810,https://www.phonescoop.com/phones/phone.php?p=3436,"3.2 in diagonal, 4:3VGA 480 x 640 pixels250 ppi approx.Type: LCD (TFT/TFD)",1270 mAh LiIonRemovableTalk: 5.9 hours max.Standby: 295 hours max.,1.2 GHz Qualcomm Snapdragon S2 MSM8655768 MB RAM,8 GB raw hardwareExpandable via memory card,"5+ megapixel auto-focus, LED flashface detection, image stabilization, geo-taggingVideo: 720p HD",5.68 oz 161 g,4.37 x 2.44 x 0.57 in 111 x 62 x 14.5 mm,HSPA 14.4
Torch 9850,https://www.phonescoop.com/phones/phone.php?p=3430,"3.7 in diagonal, 5:3WVGA 480 x 800 pixels252 ppi approx.Type: LCD (TFT/TFD)",1230 mAh LiIonRemovableTalk: 6.8 hours max.Standby: 322 hours max.,1.2 GHz Qualcomm Snapdragon S2 MSM8655,4 GB internal storageExpandable via memory card,"5+ megapixel auto-focus, LED flashimage stabilization, scene modes, face detection, geo-taggingVideo: 720p HD",4.76 oz 135 g,4.72 x 2.44 x 0.45 in 120 x 62 x 11.4 mm,EVDO rA plus HSPA 3G overseas
Torch 9860,https://www.phonescoop.com/phones/phone.php?p=3431,"3.7 in diagonal, 5:3WVGA 480 x 800 pixels252 ppi approx.Type: LCD (TFT/TFD)",1230 mAh LiIonRemovableTalk: 6.8 hours max.Standby: 322 hours max.,1.2 GHz Qualcomm Snapdragon S2 MSM8255,4 GB internal storageExpandable via memory card,"5+ megapixel auto-focus, LED flashimage stabilization, scene modes, face detection, geo-taggingVideo: 720p HD",4.76 oz 135 g,4.72 x 2.44 x 0.45 in 120 x 62 x 11.4 mm,HSPA 14.4
Tour 9630,https://www.phonescoop.com/phones/phone.php?p=2208,"2.4 in diagonal, 3:4480 x 360 pixels250 ppi approx.Type: LCD (TFT/TFD)",1400 mAh LiIonRemovableTalk: 5 hours max.Standby: 336 hours max.,?,Expandable via memory card,"3+ megapixel auto-focus, LED flash, geo-taggingVideo: Yes",4.59 oz 130 g,4.41 x 2.44 x 0.56 in 112 x 62 x 14.2 mm,EVDO rA plus HSDPA overseas
Z10 (CDMA),https://www.phonescoop.com/phones/phone.php?p=4021,"4.2 in diagonal, 5:3768 x 1280 pixels355 ppi approx.Type: LCD (TFT/TFD)",1800 mAh LiIonRemovableTalk: 10 hours max.Standby: 312 hours max.,1.5 GHz Qualcomm Snapdragon S4dual-core2 GB RAM,16 GB raw hardware12 GB available to userExpandable via memory card,"8+ megapixel BSI sensor, f/2.2 lens, auto-focus, LED flashTimeShift, scene modes, night mode, stabilizationVideo: 1080p HD",4.78 oz 135 g,5.12 x 2.58 x 0.35 in 130 x 66 x 9 mm,LTE (Cat 3)
Z10 (GSM),https://www.phonescoop.com/phones/phone.php?p=4019,"4.2 in diagonal, 5:3768 x 1280 pixels355 ppi approx.Type: LCD (TFT/TFD)",1800 mAh LiIonRemovableTalk: 10 hours max.Standby: 305 hours max.,1.5 GHz Qualcomm Snapdragon S4dual-core2 GB RAM,16 GB raw hardware12 GB available to userExpandable via memory card,"8+ megapixel BSI sensor, f/2.2 lens, auto-focus, LED flashTimeShift, scene modes, night mode, stabilizationVideo: 1080p HD",4.85 oz 137 g,5.12 x 2.58 x 0.35 in 130 x 66 x 9 mm,LTE (Cat 3)
Z30,https://www.phonescoop.com/phones/phone.php?p=4274,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: AMOLEDSuper AMOLED",2880 mAhNon-removableTalk: 18 hours max.Standby: 384 hours max.,1.7 GHz Qualcomm Snapdragon S4 Pro MSM8960Tdual-core2 GB RAM,16 GB raw hardware11 GB available to userExpandable via memory card,"8+ megapixel f/2.2 lens, BSI sensor, LED flashTime Shift functionVideo: 1080p HD",6 oz 170 g,5.54 x 2.83 x 0.37 in 141 x 72 x 9.4 mm,LTE (Cat 3)
G9,https://www.phonescoop.com/phones/phone.php?p=6033,"6.3 in diagonal, 19:9720 x 1520 pixels267 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiIonNon-removable,2 GHz MediaTek Helio P224 GB RAM,64 GB raw hardware57 GB available to userExpandable via memory card,"13+ megapixel LED flash, pixel binning""52 megapixel"" mode, night, manual, beauty modes, HDR, panorama, code scannerExtra Camera(s): depth (for portrait/bokeh)Video: 1080p HD",5.82 oz 165 g,6.12 x 2.83 x 0.32 in 155 x 72 x 8.1 mm,LTE (Cat 6)
G9 Pro,https://www.phonescoop.com/phones/phone.php?p=6081,"6.3 in diagonal, 13:61080 x 2340 pixels409 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiIonNon-removable,"2 GHz MediaTek Helio P60octa-core, 64-bit4 GB RAM",128 GB raw hardware118 GB available to userExpandable via memory card,"16+ megapixel f/1.8, LED flashportrait, 96mp mode, HDR mode, panorama, manual mode (white balance, ISO, EV), code scannerExtra Camera(s): night mode / depth 20 megapixel night, f/1.78 / 5 megapixel depthVideo: 1080p HD GIF maker, slow-motion mode",6.48 oz 184 g,6.18 x 2.95 x 0.35 in 157 x 75 x 8.9 mm,LTE (Cat 6)
Life One X2,https://www.phonescoop.com/phones/phone.php?p=5300,"5.2 in diagonal, 3:21280 x 1920 pixels444 ppi approx.Type: LCD (TFT/TFD)IPS",3000 mAh LiIonNon-removable,1.4 GHz Qualcomm Snapdragon 430 MSM89372 GB RAM64 GB version has 4 GB,16 GB raw hardware4.4 GB available to userExpandable via memory cardalso available with 64 GB of storage,"16+ megapixel PDAF, LED flashpanorama, HDR, night mode, manual mode, smile detection, timerVideo: 1080p HD",5.88 oz 167 g,5.83 x 2.88 x 0.37 in 148 x 73 x 9.3 mm,LTE (Cat 4)
Life One X2 Mini,https://www.phonescoop.com/phones/phone.php?p=5375,"5 in diagonal, 16:9Full HD 1080 x 1920 pixels441 ppi approx.Type: LCD (TFT/TFD)IPS",3000 mAh LiIonNon-removable,1.4 GHz Qualcomm Snapdragon 430 MSM89374 GB RAM,64 GB raw hardware52 GB available to userExpandable via memory card,"13+ megapixel PDAF, dual-LED flashHDR, panorama, night mode, manual mode, smile detection, timerVideo: 1080p HD",5.25 oz 149 g,5.5 x 2.7 x 0.3 in 140 x 69 x 7.6 mm,LTE (Cat 4)
Life One X3,https://www.phonescoop.com/phones/phone.php?p=5636,"5.5 in diagonal, 16:9Full HD 1080 x 1920 pixels401 ppi approx.Type: LCD (TFT/TFD)",5000 mAh LiIonNon-removableTalk: 48 hours max.Standby: 720 hours max.,1.3 GHz MediaTek 67533 GB RAM,32 GB raw hardware24 GB available to userExpandable via memory card,"13+ megapixel f/2.2, LED flashscene modes, RAW support, panorama, HDR, QR code scannerVideo: 1080p HD",6.42 oz 182 g,6.02 x 2.97 x 0.35 in 153 x 75 x 8.9 mm,LTE (Cat 4)
Pure View,https://www.phonescoop.com/phones/phone.php?p=5654,"5.7 in diagonal, 2:1720 x 1440 pixels282 ppi approx.Type: LCD (TFT/TFD)",3000 mAh LiIonNon-removable,1.3 GHz MediaTek 6753octa-core3 GB RAM,32 GB raw hardware22 GB available to userExpandable via memory card,"13+ megapixel f/2.2, LED flashauto scene modes, HDR, panorama, night mode, code scannerVideo: 1080p HD",6.47 oz 183 g,6 x 2.82 x 0.32 in 152 x 72 x 8.1 mm,LTE (Cat 4)
R1 Plus,https://www.phonescoop.com/phones/phone.php?p=5466,"5.5 in diagonal, 16:9HD 720 x 1280 pixels267 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiPolymerNon-removableTalk: 22 hours max.Standby: 650 hours max.,1.3 GHz MediaTek MT6737quad-core3 GB RAMalso available with 2 GB,32 GB raw hardware25 GB available to userExpandable via memory cardalso available with 16 GB,"13+ megapixel auto-focus, LED flashpanorama, HDR, night mode, manual modeVideo: 720p HD",6.7 oz 190 g,6.02 x 3.03 x 0.43 in 153 x 77 x 10.9 mm,LTE (Cat 4)
S1,https://www.phonescoop.com/phones/phone.php?p=5541,"5.2 in diagonal, 16:9HD 720 x 1280 pixels282 ppi approx.Type: LCD (TFT/TFD)",2800 mAh LiIonNon-removableTalk: 16 hours max.,"1.5 GHz MediaTek 675064-bit, octa-core2 GB RAM",16 GB raw hardware12 GB available to userExpandable via memory card,"13+ megapixel f/2.0, LED flash, PDAFHDR, beauty mode, filtersVideo: 1080p HD",4.83 oz 137 g,5.8 x 2.87 x 0.33 in 147 x 73 x 8.4 mm,LTE (Cat 6)
Studio Selfie LTE,https://www.phonescoop.com/phones/phone.php?p=4968,"5 in diagonal, 16:9FWVGA 480 x 854 pixels196 ppi approx.Type: LCD (TFT/TFD)IPS",2000 mAh LiIonRemovableTalk: 12 hours max.Standby: 600 hours max.,1 GHz Qualcomm Snapdragon 210 MSM8909quad-core1 GB RAM,8 GB raw hardware4 GB available to userExpandable via memory card,5+ megapixel auto-focusVideo: 720p HD,5.38 oz 153 g,5.62 x 2.87 x 0.33 in 143 x 73 x 8.5 mm,LTE (Cat 3)
Vivo 5,https://www.phonescoop.com/phones/phone.php?p=5088,"5.5 in diagonal, 16:9HD 720 x 1280 pixels267 ppi approx.Type: AMOLEDSuper AMOLED / Gorilla Glass 3",3150 mAh LiIonNon-removableTalk: 16 hours max.Standby: 625 hours max.,1.3 GHz MediaTek 6753octa-core3 GB RAM,32 GB raw hardware25 GB available to userExpandable via memory card,"13+ megapixel auto-focus, LED flashHDR, panorama, night mode, barcode scanner, GIF, manual mode, long exposure up to 14 secondsVideo: 1080p HD stabilization",5.01 oz 142 g,5.98 x 2.94 x 0.27 in 152 x 75 x 6.7 mm,LTE (Cat 4)
Vivo Go,https://www.phonescoop.com/phones/phone.php?p=5916,"6 in diagonal, 2:1720 x 1440 pixels268 ppi approx.Type: LCD (TFT/TFD)",2600 mAh LiIonNon-removable,"1.5 GHz MediaTek 6739quad-core, 64-bit1 GB RAM",16 GB raw hardwareExpandable via memory card,"8+ megapixel LED flashportrait mode, HDRExtra Camera(s): depth (for portrait/bokeh) VGAVideo: 1080p HD",5.47 oz 155 g,6.17 x 2.96 x 0.33 in 157 x 75 x 8.4 mm,LTE (Cat 4)
Vivo X5,https://www.phonescoop.com/phones/phone.php?p=6057,"5.7 in diagonal, 2:1720 x 1440 pixels282 ppi approx.Type: LCD (TFT/TFD)",2800 mAh LiIonRemovable,"1.6 GHz Unisoc SC9863Aocta-core, ARM A55, 28nm3 GB RAM",64 GB raw hardware57 GB available to userExpandable via memory card,"13+ megapixel LED flashportrait mode, HDR, panorama, code scannerVideo: 1080p HD time-lapse, slow motion modes",5.67 oz 161 g,6.02 x 2.9 x 0.36 in 153 x 74 x 9.1 mm,LTE (Cat 4)
Vivo XI,https://www.phonescoop.com/phones/phone.php?p=5832,"5.9 in diagonal, 19:9720 x 1520 pixels285 ppi approx.Type: LCD (TFT/TFD)",3000 mAh LiIonNon-removable,"2 GHz MediaTek Helio P22octa-core, 12nm process3 GB RAM",32 GB raw hardwareExpandable via memory card,"16+ megapixel LED flash, PDAFExtra Camera(s): 5 megapixelVideo: 1080p HD",6.6 oz 187 g,5.89 x 2.87 x 0.31 in 150 x 73 x 7.9 mm,LTE (Cat 6) Cat 7
