Phone,Web_Link,Display,Battery,Processor,Storage,Camera,Weight,Dimensions,Data Technology
Vivo XI+,https://www.phonescoop.com/phones/phone.php?p=5847,"6.2 in diagonal, 11.4:5.51080 x 2246 pixels402 ppi approx.Type: LCD (TFT/TFD)",3050 mAh LiIonNon-removable,2 GHz MediaTek Helio P60octa-core6 GB RAMalso available with 4 GB,128 GB raw hardwareExpandable via memory cardalso available with 64 GB,"16+ megapixel LED flash, PDAFauto-scene, portrait, panorama, night, manual modes, long exposure (up to 12 seconds)Extra Camera(s): depth (for portrait/bokeh) 5 megapixelVideo: 1080p HD slow motion, time-lapse",6.94 oz 197 g,6.1 x 2.98 x 0.31 in 155 x 76 x 7.9 mm,LTE (Cat 6)
Vivo XL,https://www.phonescoop.com/phones/phone.php?p=5127,"5.5 in diagonal, 16:9HD 720 x 1280 pixels267 ppi approx.Type: AMOLEDSuper AMOLED",3150 mAh LiPolymerRemovableTalk: 16 hours max.Standby: 625 hours max.,"1.3 GHz MediaTek 6753octa-core, 64-bit2 GB RAM",16 GB raw hardware9 GB available to userExpandable via memory card,"13+ megapixel f/2.0 aperture lens, PD auto-focus, LED flashpanorama, HDR, manual mode, night mode, code scannerVideo: 1080p HD",5.36 oz 152 g,6.11 x 3.02 x 0.3 in 155 x 77 x 7.5 mm,LTE (Cat 4)
Vivo XL4,https://www.phonescoop.com/phones/phone.php?p=5883,"6.2 in diagonal, 19:9720 x 1520 pixels271 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiIonNon-removable,"2 GHz MediaTek Helio P22octa-core, 64-bit3 GB RAM",32 GB raw hardware24 GB available to userExpandable via memory card,"13+ megapixel PDAF, LED flashportrait, pro, panorama, night modes, facemoji, auto-scene, timerExtra Camera(s): depth (for portrait/bokeh) 2 megapixelVideo: 1080p HD time-lapse, slow-motion modes",6.01 oz 170 g,6.19 x 3 x 0.31 in 157 x 76 x 8 mm,LTE (Cat 6)
Vivo XL5,https://www.phonescoop.com/phones/phone.php?p=6039,"6.3 in diagonal, 19:9720 x 1520 pixels267 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiIonNon-removable,"1.6 GHz Unisoc SC9863Aocta-core, ARM A55, 28nm3 GB RAM",64 GB raw hardware57 GB available to userExpandable via memory card,"13+ megapixel LED flashportrait mode, HDR, panorama, code scannerExtra Camera(s): depth (for portrait/bokeh)Video: 1080p HD time-lapse, slow motion modes",6.24 oz 177 g,6.26 x 3.02 x 0.36 in 159 x 77 x 9.1 mm,LTE (Cat 4)
N1,https://www.phonescoop.com/phones/phone.php?p=6076,"6.4 in diagonal, 13:61080 x 2340 pixels403 ppi approx.Type: AMOLED",3500 mAh LiIonNon-removable,2.1 GHz MediaTek Helio P70octa-core4 GB RAM12nm,128 GB raw hardware118 GB available to userExpandable via memory card,"16+ megapixel f/1.8, Sony IMX499, LED flashHDR mode, night mode, panorama, manual mode, code scanerExtra Camera(s): depth (for portrait/bokeh)Video: 1080p HD GIF maker, slow-motion mode",6.46 oz 183 g,6.22 x 2.93 x 0.35 in 158 x 74 x 8.8 mm,LTE (Cat 6)
CAPTR A200,https://www.phonescoop.com/phones/phone.php?p=2217,"1.8 in diagonal, 5:4128 x 160 pixels114 ppi approx.Type: LCD (TFT/TFD)",900 mAh LiIonRemovableTalk: 5 hours max.Standby: 250 hours max.,?,64 MB internal storageNot expandable,VGA (640 x 480) self-timer,2.82 oz 80 g,3.54 x 1.81 x 0.74 in 90 x 46 x 18.8 mm,1xRTT
MSGM8,https://www.phonescoop.com/phones/phone.php?p=2356,"2.2 in diagonal, 4:5220 x 176 pixels128 ppi approx.Type: LCD (TFT/TFD)",? mAh LiIonRemovableTalk: 5 hours max.Standby: 250 hours max.,?,60 MB available to userNot expandable,"1+ megapixel white balance control, timer",3.74 oz 106 g,4.21 x 2.4 x 0.53 in 107 x 61 x 13.5 mm,1xRTT
Exilim C721,https://www.phonescoop.com/phones/phone.php?p=1938,"2.3 in diagonal, 4:3QVGA 240 x 320 pixels174 ppi approx.Type: LCD (TFT/TFD)",920 mAh LiIonRemovableTalk: 3.8 hours max.Standby: 540 hours max.,?,Expandable via memory card,"5+ megapixel 3x optical zoomauto-focus (9-point)dual LED flashself-timer, image stabilizer, night mode, scene modesVideo: QVGA (320 x 240) stabilizer / 1 hour",4.48 oz 127 g,4.06 x 1.97 x 0.78 in 103 x 50 x 19.9 mm,EVDO rA
G'zOne Boulder,https://www.phonescoop.com/phones/phone.php?p=1590,"2 in diagonal, 4:3QVGA 240 x 320 pixels200 ppi approx.Type: LCD (TFT/TFD)",810 mAh LiIonRemovableTalk: 3.6 hours max.Standby: 63 hours max.,?,Expandable via memory card,Some versions only1+ megapixel LED flashself-timerwhite balance controlVideo: Yes,4.9 oz 139 g,3.9 x 2 x 0.9 in 99 x 51 x 22.9 mm,EVDO rA
G'zOne Brigade,https://www.phonescoop.com/phones/phone.php?p=2296,"2.9 in diagonal, 3:5WQVGA 400 x 240 pixels161 ppi approx.Type: LCD (TFT/TFD)",1440 mAh LiIonRemovableTalk: 6 hours max.Standby: 90 hours max.,?,Expandable via memory card,"3+ megapixel multi-point auto-focus with face detection, flash, night mode, self-timer, multi-shotVideo: Yes",5.9 oz 167 g,4.4 x 2.2 x 0.9 in 112 x 56 x 22.9 mm,EVDO rA
G'zOne Commando,https://www.phonescoop.com/phones/phone.php?p=3062,"3.6 in diagonal, 5:3WVGA 480 x 800 pixels259 ppi approx.Type: LCD (TFT/TFD)",1460 mAh LiIonRemovableTalk: 7.5 hours max.Standby: 270 hours max.,800 MHz Qualcomm S2 MSM7630,329 MB available to userExpandable via memory card8 GB card included,"5+ megapixel auto-focus, LED flashbrightness, white balance, night mode, geo-taggingVideo: WVGA / 480p",5.4 oz 153 g,5.1 x 2.6 x 0.6 in 130 x 66 x 15.2 mm,EVDO rA
G'zOne Commando 4G LTE,https://www.phonescoop.com/phones/phone.php?p=3950,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)",1800 mAh LiIonRemovableTalk: 9 hours max.Standby: 384 hours max.,1.5 GHz dual-core1 GB RAM,16 GB raw hardwareExpandable via memory card,"8+ megapixel auto-focus, LED flashstabilization, night mode, HDR, panorama, scene modes, face detection, timerVideo: 1080p HD slow-motion mode, face detection",6.17 oz 175 g,5.11 x 2.68 x 0.54 in 130 x 68 x 13.7 mm,LTE (Cat 3)
G'zOne Ravine,https://www.phonescoop.com/phones/phone.php?p=2769,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",1140 mAh LiIonRemovableTalk: 6 hours max.Standby: 120 hours max.,?,Expandable via memory card,"3+ megapixel LED flashnight mode, self-timer, multi-shot, brightness, white balance functionsVideo: Yes",4.6 oz 130 g,4.3 x 2.1 x 0.9 in 109 x 53 x 22.9 mm,EVDO rA
G'zOne Ravine 2,https://www.phonescoop.com/phones/phone.php?p=3354,"2.2 in diagonal, 4:3QVGA 240 x 320 pixels182 ppi approx.Type: LCD (TFT/TFD)",1150 mAh LiIonRemovableTalk: 4.7 hours max.Standby: 506 hours max.,256 MB RAM,512 MB raw hardwareExpandable via memory card,"3+ megapixel auto-focus, LED flashVideo: QVGA (320 x 240)",4.85 oz 137 g,4.33 x 1.99 x 0.83 in 110 x 51 x 21.1 mm,EVDO rA
G'zOne Rock,https://www.phonescoop.com/phones/phone.php?p=2491,"2.1 in diagonal, 4:3QVGA 240 x 320 pixels190 ppi approx.Type: LCD (TFT/TFD)",1150 mAhRemovableTalk: 5 hours max.Standby: 80 hours max.standby time is in PTT mode (630 hours otherwise),?,76 MB available to userExpandable via memory card,"2+ megapixel LED flashnight mode, white balance, timer, multi-shot functionsVideo: Yes",4.4 oz 125 g,4.1 x 2 x 0.9 in 104 x 51 x 22.9 mm,EVDO rA
G'zOne Type-S,https://www.phonescoop.com/phones/phone.php?p=1083,"1.8 in diagonal, 5:4176 x 220 pixels157 ppi approx.Type: LCD (TFT/TFD)",1050 mAh LiIonRemovableTalk: 3.4 hours max.Standby: 170 hours max.,?,Not expandable,VGA (640 x 480) LED flashCMOS typeVideo: 15 seconds max.,5.1 oz 145 g,3.8 x 2 x 1.1 in 97 x 51 x 27.9 mm,1xRTT
G'zOne Type-V,https://www.phonescoop.com/phones/phone.php?p=914,QVGA 240 x 320 pixelsType: LCD (TFT/TFD),? mAh LiIonRemovableTalk: 3.4 hours max.Standby: 170 hours max.,?,31 MB internal storageNot expandable,2+ megapixel LED flashVideo: Yes,5.3 oz 150 g,4.08 x 2.04 x 1.17 in 104 x 52 x 29.7 mm,EVDO r0
S40,https://www.phonescoop.com/phones/phone.php?p=4869,"4.7 in diagonal, 16:9qHD 540 x 960 pixels234 ppi approx.Type: LCD (TFT/TFD)IPS",3000 mAh LiIonNon-removableTalk: 18 hours max.Standby: 936 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM8909quad-core1 GB RAM,16 GB raw hardware10.4 GB available to userExpandable via memory card,"8+ megapixel auto-focuspanorama, HDR, face detection, timer, red-eye reduction, night modeVideo: 1080p HD",6.53 oz 185 g,5.7 x 2.87 x 0.49 in 145 x 73 x 12.4 mm,LTE (Cat 4)
S41,https://www.phonescoop.com/phones/phone.php?p=5515,"5 in diagonal, 16:9Full HD 1080 x 1920 pixels441 ppi approx.Type: LCD (TFT/TFD)IPS",5000 mAh LiIonNon-removableTalk: 38 hours max.Standby: 1056 hours max.,2.3 GHz MediaTek P20 MT6757octa-core3 GB RAM,32 GB raw hardwareExpandable via memory card,"13+ megapixel PDAF, LED flashVideo: 1080p HD",7.69 oz 218 g,5.98 x 2.95 x 0.51 in 152 x 75 x 12.8 mm,LTE (Cat 6)
S48c,https://www.phonescoop.com/phones/phone.php?p=5898,"5 in diagonal, 16:9Full HD 1080 x 1920 pixels441 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiIonNon-removableTalk: 30 hours max.Standby: 528 hours max.,2.2 GHz Qualcomm Snapdragon 630octa-core4 GB RAM,32 GB raw hardwareExpandable via memory card,"13+ megapixel LED flashunderwater mode, panoramaVideo: 4K UHD",9.1 oz 258 g,5.9 x 3 x 0.5 in 150 x 76 x 12.7 mm,LTE (Cat 13)
S50c,https://www.phonescoop.com/phones/phone.php?p=4775,"4.7 in diagonal, 16:9HD 720 x 1280 pixels312 ppi approx.Type: LCD (TFT/TFD)",2630 mAh LiIonNon-removableTalk: 25 hours max.Standby: 912 hours max.,1.2 GHz Qualcomm Snapdragon 400 MSM8926-1quad-core1 GB RAM,8 GB raw hardware4.1 GB available to userExpandable via memory card,8+ megapixelVideo: 1080p HD,7.05 oz 200 g,5.6 x 3 x 0.49 in 142 x 76 x 12.5 mm,LTE (Cat 4)
S61,https://www.phonescoop.com/phones/phone.php?p=5724,"5.2 in diagonal, 16:9Full HD 1080 x 1920 pixels424 ppi approx.Type: LCD (TFT/TFD)IPS",4500 mAh LiIonNon-removable,2.2 GHz Qualcomm Snapdragon 630octa-core4 GB RAM,64 GB raw hardwareExpandable via memory card,"16+ megapixel PDAF, dual LED flashExtra Camera(s): thermal FLIR LeptonVideo: 4K UHD",9.03 oz 256 g,5.91 x 2.99 x 0.51 in 150 x 76 x 13 mm,LTE (Cat 13)
Canvas / Splatter,https://www.phonescoop.com/phones/phone.php?p=5506,"5.5 in diagonal, 16:9HD 720 x 1280 pixels267 ppi approx.Type: LCD (TFT/TFD)IPS",2500 mAh LiIonRemovableTalk: 8 hours max.Standby: 264 hours max.,1.4 GHz Qualcomm Snapdragon 425 MSM89172 GB RAM,16 GB raw hardware8.2 GB available to userExpandable via memory card,"8+ megapixel LED flashnight mode, pro mode, HDRVideo: 1080p HD",5.9 oz 167 g,6 x 3 x 0.33 in 152 x 76 x 8.4 mm,LTE (Cat 4)
Catalyst,https://www.phonescoop.com/phones/phone.php?p=5193,"5 in diagonal, 16:9FWVGA 480 x 854 pixels196 ppi approx.Type: LCD (TFT/TFD)",2200 mAh LiIonRemovableTalk: 9 hours max.Standby: 228 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM89091 GB RAM,8 GB raw hardware5 GB available to userExpandable via memory card,"5+ megapixel LED flashHDR, night modeVideo: 720p HD",5.74 oz 163 g,5.62 x 2.81 x 0.42 in 143 x 71 x 10.7 mm,LTE (Cat 4)
Conjr,https://www.phonescoop.com/phones/phone.php?p=5388,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)IPS",2500 mAh LiIonNon-removableTalk: 30 hours max.Standby: 2000 hours max.,1 GHz MediaTek MT67353 GB RAM,16 GB raw hardware10 GB available to userExpandable via memory card,"13+ megapixel LED flash, f/2.2panorama, HDR, GIF maker, night mode, manual mode, code scannerVideo: 1080p HD",5.14 oz 146 g,5.72 x 2.86 x 0.35 in 145 x 73 x 8.8 mm,LTE (Cat 4)
Defiant,https://www.phonescoop.com/phones/phone.php?p=5507,"5 in diagonal, 16:9FWVGA 480 x 854 pixels196 ppi approx.Type: LCD (TFT/TFD)",2450 mAh LiIonRemovableTalk: 16.5 hours max.Standby: 288 hours max.,1.4 GHz Qualcomm Snapdragon 425 MSM89171 GB RAM,8 GB raw hardware4.1 GB available to userExpandable via memory card,"5+ megapixel LED flashHDR, panorama, night mode, pro (manual) modeVideo: 720p HD",6.5 oz 184 g,5.69 x 2.81 x 0.4 in 145 x 71 x 10.2 mm,LTE (Cat 4)
Illumina / Legacy Go,https://www.phonescoop.com/phones/phone.php?p=5822,"5 in diagonal, 16:9FWVGA 480 x 854 pixels196 ppi approx.Type: LCD (TFT/TFD)",2150 mAh LiIonRemovableTalk: 12 hours max.Standby: 936 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM8909-6quad-core1 GB RAM,8 GB raw hardware5 GB available to userExpandable via memory card,"5+ megapixel LED flash, auto-focusVideo: 1080p HD",4.9 oz 139 g,5.8 x 2.89 x 0.39 in 147 x 73 x 9.9 mm,LTE (Cat 4)
Legacy,https://www.phonescoop.com/phones/phone.php?p=6032,"6.4 in diagonal, 2:11080 x 2160 pixels380 ppi approx.Type: LCD (TFT/TFD)",4000 mAh LiIonNon-removableTalk: 42.6 hours max.Standby: 585 hours max.,1.8 GHz Qualcomm Snapdragon 450octa-core3 GB RAM,32 GB raw hardware22 GB available to userExpandable via memory card,"16+ megapixel LED flashLED flashnight, portrait modes, auto HDR, panoramaExtra Camera(s): depth (for portrait/bokeh) 5 megapixelVideo: 1080p HD slow-motion mode",6.83 oz 194 g,6.54 x 3.15 x 0.33 in 166 x 80 x 8.4 mm,LTE (Cat 6)
Legacy S,https://www.phonescoop.com/phones/phone.php?p=6084,"5.5 in diagonal, 2:1720 x 1440 pixels295 ppi approx.Type: LCD (TFT/TFD)",2450 mAh LiIonRemovableTalk: 17 hours max.Standby: 480 hours max.,2 GHz MediaTek Helio A22 MT676164-bit2 GB RAM,16 GB raw hardware9 GB available to userExpandable via memory card,8+ megapixel LED flashtimerVideo: 1080p HD,5.6 oz 159 g,6 x 2.8 x 0.37 in 152 x 71 x 9.4 mm,LTE (Cat 4)
Quattro 4G,https://www.phonescoop.com/phones/phone.php?p=3891,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)",1600 mAh LiIonRemovableTalk: 5 hours max.,1 GHz,512 MB raw hardware162 MB available to userExpandable via memory card,3+ megapixelVideo: VGA (640 x 480),3.31 oz 94 g,4.96 x 2.6 x 0.51 in 126 x 66 x 13 mm,LTE (Cat 3) plus 1xEV-DO rA
REVVL Plus,https://www.phonescoop.com/phones/phone.php?p=5556,"6 in diagonal, 16:9Full HD 1080 x 1920 pixels367 ppi approx.Type: LCD (TFT/TFD)",3380 mAh LiIonNon-removableTalk: 16.5 hours max.Standby: 288 hours max.,2 GHz Qualcomm Snapdragon 625 MSM8953octa-core2 GB RAM,32 GB raw hardware24 GB available to userExpandable via memory card,"13+ megapixel LED flashportrait, auto HDR, panorama, manual mode (with manual focus), GIF, nightExtra Camera(s): depth (portrait mode) 5 megapixelVideo: 1080p HD slow-motion mode",6.91 oz 196 g,6.49 x 3.24 x 0.34 in 165 x 82 x 8.6 mm,LTE (Cat 6)
Rogue,https://www.phonescoop.com/phones/phone.php?p=4956,"4 in diagonal, 5:3WVGA 480 x 800 pixels233 ppi approx.Type: LCD (TFT/TFD)",1600 mAh LiIonRemovableTalk: 6 hours max.Standby: 200 hours max.,1.1 GHz Qualcomm MSM8208dual-core1 GB RAM,4 GB raw hardwareExpandable via memory card,2+ megapixelVideo: Yes,3.88 oz 110 g,4.98 x 2.54 x 0.52 in 127 x 64 x 13.2 mm,HSPA+ 21
Snap,https://www.phonescoop.com/phones/phone.php?p=5940,"2.8 in diagonal, 4:3QVGA 240 x 320 pixels143 ppi approx.Type: LCD (TFT/TFD)",1390 mAh LiIonRemovable,1.1 GHz Qualcomm Snapdragon 210 MSM8909512 MB RAM,4 GB raw hardware1.8 GB available to userExpandable via memory card,2+ megapixel dedicated button on sideVideo: CIF (352 x 288),4.16 oz 118 g,4.29 x 2.17 x 0.74 in 109 x 55 x 18.8 mm,LTE (Cat 4)
Identity,https://www.phonescoop.com/phones/phone.php?p=513,128 x 160 pixelsType: LCD (TFT/TFD)TFT,1200 mAh LiIonRemovableTalk: 4.5 hours max.Standby: 168 hours max.,16 MB,16 MB internal storageNot expandable,VGA (640 x 480) CMOS type,6.53 oz 185 g,5.04 x 1.89 x 0.83 in 128 x 48 x 21.1 mm,GPRS
Hiptop 2 / Sidekick II,https://www.phonescoop.com/phones/phone.php?p=560,240 x 160 pixelsType: LCD (TFT/TFD)TFT / transflective,? mAh LiPolymerRemovableTalk: 4.5 hours max.Standby: 60 hours max.,32 MB,16 MB internal storageNot expandable,VGA (640 x 480) night modeLED flashself-portrait mirror,6.49 oz 184 g,5.12 x 2.6 x 0.87 in 130 x 66 x 22.1 mm,GPRS class 10
Aero,https://www.phonescoop.com/phones/phone.php?p=2448,"3.5 in diagonal, 16:9360 x 640 pixels210 ppi approx.Type: LCD (TFT/TFD)",1000 mAh LiIonRemovableTalk: 4 hours max.Standby: 348 hours max.,?,245 MB available to userExpandable via memory card2 GB card included,5+ megapixelVideo: Yes,3.67 oz 104 g,4.8 x 2.28 x 0.46 in 122 x 58 x 11.7 mm,HSDPA 3.6
Venue Pro,https://www.phonescoop.com/phones/phone.php?p=3036,"4.1 in diagonal, 5:3WVGA 480 x 800 pixels228 ppi approx.Type: AMOLED",1400 mAhRemovableTalk: 7 hours max.Standby: 336 hours max.,1 GHz Qualcomm Snapdragon S1 QSD8250,8 GB raw hardwareNot expandable,"5+ megapixel auto-focus, LED flashVideo: 720p HD",6.8 oz 193 g,4.8 x 2.5 x 0.6 in 122 x 64 x 15.2 mm,HSPA 7.2
824 SmartEasy,https://www.phonescoop.com/phones/phone.php?p=4899,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)",2000 mAh LiIonRemovableTalk: 14 hours max.Standby: 600 hours max.,1.2 GHz Qualcomm MSM89161 GB RAM,8 GB raw hardwareExpandable via memory card,"8+ megapixel auto-focus, LED flashVideo: 1080p HD",5.54 oz 157 g,5.74 x 2.85 x 0.4 in 146 x 72 x 10.1 mm,LTE (Cat 4)
Phone,https://www.phonescoop.com/phones/phone.php?p=5491,"5.7 in diagonal, 20:10.31312 x 2560 pixels504 ppi approx.Type: LCD (TFT/TFD)",3040 mAh LiIonNon-removable,2.5 GHz Qualcomm Snapdragon 835 MSM89984 GB RAM,128 GB raw hardware100 GB available to userNot expandable,"13+ megapixel hybrid auto-focus (PDAF + laser), f/1.85 aperture, LED flashExtra Camera(s): monochromeVideo: 4K UHD",6.53 oz 185 g,5.57 x 2.8 x 0.31 in 141 x 71 x 7.8 mm,LTE (Cat 12)
Miro,https://www.phonescoop.com/phones/phone.php?p=6061,"5.5 in diagonal, 2:1640 x 1280 pixels263 ppi approx.Type: LCD (TFT/TFD)",2450 mAh LiIonNon-removableTalk: 10 hours max.Standby: 300 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM8909quad-core2 GB RAM,16 GB raw hardware10 GB available to userExpandable via memory card,"8+ megapixel LED flashHDR, panoramaVideo: 720p HD",5.82 oz 165 g,6.17 x 2.83 x 0.4 in 157 x 72 x 10.2 mm,LTE (Cat 4)
Samurai Kiwami,https://www.phonescoop.com/phones/phone.php?p=5093,"6 in diagonal, 16:9Quad HD 1440 x 2560 pixels490 ppi approx.Type: LCD (TFT/TFD)IPS",3400 mAh LiIonNon-removable,"2 GHz MediaTek 6795octa-core, 64-bit3 GB RAM",32 GB raw hardware25 GB available to userExpandable via memory card,"20+ megapixel f/2.2 aperture, dual LED flashVideo: 1080p HD",6.48 oz 184 g,6.28 x 3.26 x 0.35 in 160 x 83 x 8.9 mm,?
Wave,https://www.phonescoop.com/phones/phone.php?p=5699,"5 in diagonal, 16:9HD 720 x 1280 pixels294 ppi approx.Type: LCD (TFT/TFD)",2500 mAh LiIonRemovableTalk: 17 hours max.Standby: 260 hours max.,1.1 GHz Qualcomm Snapdragon 210 MSM89092 GB RAM,16 GB raw hardwareExpandable via memory card,8+ megapixel LED flashVideo: 1080p HD time-lapse mode,4.9 oz 139 g,5.5 x 2.8 x 0.3 in 140 x 71 x 7.6 mm,LTE (Cat 4)
Garminfone,https://www.phonescoop.com/phones/phone.php?p=2549,"3.5 in diagonal, 3:2320 x 480 pixels165 ppi approx.Type: LCD (TFT/TFD)",1150 mAh LiIonRemovable,Qualcomm S1 MSM7227,3.1 GB available to userExpandable via memory card,3+ megapixel auto-focusVideo: QVGA (320 x 240) 1 hour,5.04 oz 143 g,4.57 x 2.46 x 0.5 in 116 x 62 x 12.7 mm,HSPA 7.2
Nuvifone G60,https://www.phonescoop.com/phones/phone.php?p=1940,"3.6 in diagonal, 16:9272 x 480 pixels155 ppi approx.Type: LCD (TFT/TFD)",1200 mAh LiIonRemovableTalk: 4 hours max.Standby: 250 hours max.,?,4 GB internal storageExpandable via memory card,"3+ megapixel auto-focus, geo-tagging",4.8 oz 136 g,4.4 x 2.3 x 0.57 in 112 x 58 x 14.5 mm,HSDPA 3.6
Pixel,https://www.phonescoop.com/phones/phone.php?p=5271,"5 in diagonal, 16:9Full HD 1080 x 1920 pixels441 ppi approx.Type: AMOLED",2770 mAh LiIonNon-removableTalk: 26 hours max.Standby: 456 hours max.,2.2 GHz Qualcomm Snapdragon 821 MSM8996 pro AB4 GB RAMLPDDR4,32 GB raw hardware30 GB available to userNot expandablealso available with 128 GB,"12+ megapixel f/2.0 aperture, laser focusauto HDR, panorama, timerVideo: 4K UHD slow motion at 120fps (1080p) or 240fps (720p)",5.04 oz 143 g,5.66 x 2.74 x 0.33 in 144 x 70 x 8.5 mm,LTE (Cat 9)
Pixel 2,https://www.phonescoop.com/phones/phone.php?p=5564,"5 in diagonal, 16:9Full HD 1080 x 1920 pixels441 ppi approx.Type: AMOLED",2700 mAh LiIonNon-removable,2.4 GHz Qualcomm Snapdragon 835 MSM89984 GB RAMLPDDR4x,64 GB raw hardware55 GB available to userNot expandablealso available with 128 GB,"12+ megapixel laser-focus, PDAF, OIS, f/1.8motion stills, panorama, photo sphere, portrait, HDR+, timerVideo: 4K UHD",5.08 oz 144 g,5.73 x 2.74 x 0.31 in 146 x 70 x 7.9 mm,LTE (Cat 15)
Pixel 2 XL,https://www.phonescoop.com/phones/phone.php?p=5589,"6 in diagonal, 2:11440 x 2880 pixels537 ppi approx.Type: AMOLED",3520 mAh LiIonNon-removable,2.4 GHz Qualcomm Snapdragon 835 MSM89984 GB RAMLPDDR4x,64 GB raw hardware55 GB available to userNot expandablealso available with 128 GB,"12+ megapixel laser-focus, PDAF, OIS, f/1.8Video: 4K UHD",6.17 oz 175 g,6.22 x 3.02 x 0.31 in 158 x 77 x 7.9 mm,LTE (Cat 15)
Pixel 3,https://www.phonescoop.com/phones/phone.php?p=5886,"5.5 in diagonal, 2:11080 x 2160 pixels439 ppi approx.Type: AMOLEDHDR",2915 mAh LiIonNon-removable,"2.5 GHz Qualcomm Snapdragon 84564-bit, octa-core4 GB RAMLPDDR4x",64 GB raw hardwareNot expandablealso available with 128 GB,"12+ megapixel OIS, f/1.8, dual-pixel PDAF, 76ºVideo: 4K UHD",5.22 oz 148 g,5.73 x 2.69 x 0.31 in 146 x 68 x 7.9 mm,LTE (Cat 16)
Pixel 3 XL,https://www.phonescoop.com/phones/phone.php?p=5887,"6.3 in diagonal, 18.5:91440 x 2960 pixels522 ppi approx.Type: AMOLEDHDR",3430 mAh LiIonNon-removable,"2.5 GHz Qualcomm Snapdragon 84564-bit, octa-core4 GB RAMLPDDR4x",64 GB raw hardwareNot expandablealso available with 128 GB,"12+ megapixel OIS, f/1.8, dual-pixel PDAF, 76ºVideo: 4K UHD",6.49 oz 184 g,6.22 x 3.02 x 0.31 in 158 x 77 x 7.9 mm,LTE (Cat 16)
Pixel 3a,https://www.phonescoop.com/phones/phone.php?p=5969,"5.6 in diagonal, 18.5:91080 x 2220 pixels441 ppi approx.Type: AMOLED",3000 mAh LiIonNon-removableTalk: 32 hours max.Standby: 312 hours max.,"2 GHz Qualcomm Snapdragon 670octa-core, 64-bit4 GB RAMLPDDR4x",64 GB raw hardware51 GB available to userNot expandable,"12+ megapixel dual-pixel, OIS, LED flash, f/1.8portrait mode, Night Sight, panorama, Google LensVideo: 4K UHD slow-motion mode",5.19 oz 147 g,6 x 2.8 x 0.3 in 152 x 71 x 7.6 mm,LTE (Cat 11)
